50	120
169.00	184.94	179.68	196.06	198.46	146.88	135.33	178.00	122.19	99.15	194.51	185.30	188.29	152.50	119.24	176.47	103.37	114.76	170.68	102.31	189.39	170.16	115.29	157.26	112.33	104.48	192.92	124.28	177.69	124.34	159.65	153.40	117.75	121.45	198.54	129.91	101.09	100.39	158.49	181.18	176.04	166.86	101.36	134.50	186.12	107.57	116.13	110.37	146.62	100.60	
169.85	185.95	180.56	195.79	199.71	148.39	135.99	177.60	121.28	98.98	195.19	184.11	189.32	152.45	120.30	176.62	103.12	113.67	170.73	102.08	189.12	169.61	117.42	157.45	110.94	101.86	193.48	125.34	177.00	121.98	158.24	155.10	119.01	119.67	196.32	130.22	99.94	100.22	158.75	181.39	177.20	166.90	101.79	134.80	184.76	107.19	115.90	111.03	147.82	99.89	
168.79	187.73	181.10	195.45	199.42	146.76	134.67	178.28	121.65	98.28	193.57	184.30	187.72	153.80	120.26	176.16	104.35	113.85	169.03	101.75	189.02	169.46	115.98	157.63	110.50	100.63	191.29	127.20	177.23	122.90	158.62	155.87	118.90	119.55	194.90	131.20	99.11	100.76	158.19	182.02	177.32	166.96	102.56	135.87	184.79	107.38	115.81	110.65	148.16	98.79	
169.24	187.56	179.12	195.52	199.95	147.39	134.33	178.75	119.87	97.87	195.25	183.82	188.15	153.21	121.85	178.90	104.77	113.72	169.62	100.40	188.76	169.73	116.61	158.29	111.19	98.78	191.21	127.21	177.78	123.61	157.60	155.97	118.80	119.29	194.97	132.28	101.15	102.22	159.10	180.93	177.03	166.06	103.08	135.44	183.71	107.35	115.24	110.18	148.81	99.00	
169.17	187.90	177.21	196.16	201.19	147.74	133.08	178.50	119.94	99.14	194.31	182.71	187.66	150.68	121.34	178.93	104.17	113.98	171.04	102.57	189.17	169.28	116.24	158.35	108.75	100.14	191.66	128.45	177.84	122.26	156.45	155.36	119.83	120.01	195.97	131.90	101.56	101.51	159.68	181.26	177.39	167.62	105.09	136.98	183.50	106.82	114.43	109.08	148.02	98.82	
167.76	189.78	176.63	195.31	200.12	147.95	133.54	178.69	121.11	99.05	195.31	182.23	188.58	153.48	121.95	179.29	104.57	114.44	170.54	101.78	189.85	169.88	115.45	160.02	109.41	99.25	190.50	129.73	176.78	121.69	157.48	154.64	117.18	119.45	196.34	130.22	101.42	102.45	158.39	182.37	176.19	169.07	106.05	135.39	185.10	108.08	113.78	109.56	148.68	99.11	
168.96	189.58	176.53	195.63	199.11	147.17	133.89	179.36	121.40	98.13	195.78	182.47	187.65	153.38	122.71	179.71	103.85	114.68	169.29	102.03	188.97	170.06	114.97	160.92	108.07	97.39	189.02	128.13	174.89	121.16	156.56	155.54	116.38	119.98	197.73	131.13	101.58	103.65	158.14	180.37	175.89	169.72	104.52	136.18	184.47	106.72	113.66	108.97	147.08	99.66	
169.92	189.20	177.23	196.32	198.25	147.10	133.89	179.93	122.25	98.32	194.81	181.27	187.25	153.44	122.89	179.00	103.05	115.86	169.71	102.41	188.54	169.49	114.50	163.16	108.82	95.24	188.88	129.30	172.37	119.71	155.27	155.59	115.88	121.00	198.16	131.89	100.27	102.50	157.97	180.62	175.62	171.23	103.88	134.65	183.92	107.56	113.74	109.85	147.77	100.22	
171.48	191.22	177.46	194.99	200.42	146.64	134.02	179.10	122.61	98.43	195.72	179.57	187.07	153.43	124.34	179.91	102.35	114.76	168.55	102.74	187.29	169.64	115.63	162.67	108.13	94.93	189.55	128.61	172.06	119.65	156.29	156.61	116.95	121.87	197.18	133.10	100.84	101.25	157.39	179.19	175.77	172.04	103.80	134.10	184.55	107.51	113.56	110.99	147.65	99.42	
169.77	193.10	177.34	194.37	201.07	145.70	134.44	179.12	121.56	98.25	195.18	177.98	188.13	152.67	125.71	181.95	103.01	115.23	169.47	103.32	186.87	168.02	116.66	162.19	106.12	93.86	190.53	128.24	172.46	120.08	156.24	155.53	117.74	122.90	195.86	133.56	102.13	100.74	157.01	179.71	176.32	173.66	102.70	133.95	183.82	107.10	111.50	110.54	147.61	99.92	
168.54	191.55	177.09	193.73	201.58	144.10	133.15	179.61	122.76	97.55	193.82	177.03	188.42	152.52	124.97	182.45	102.46	114.37	169.34	104.78	188.16	168.83	116.52	161.18	104.67	94.71	188.65	129.51	171.37	119.44	156.26	155.30	118.33	122.44	197.16	131.29	102.75	102.45	156.78	178.55	174.70	171.95	103.51	134.87	182.33	105.61	111.19	111.21	149.12	100.36	
168.72	191.87	175.89	193.03	200.90	144.05	132.73	181.91	124.79	97.16	193.76	176.37	188.31	153.07	125.02	181.35	101.61	113.19	168.69	104.62	188.10	169.39	117.03	159.50	104.71	95.47	189.45	130.38	171.00	118.99	155.78	155.61	119.47	121.69	197.21	130.84	103.81	102.21	155.66	179.68	175.39	172.38	105.09	133.72	181.34	105.64	111.78	111.26	148.12	100.13	
168.40	190.30	175.91	191.39	200.99	144.62	131.75	180.75	125.08	96.11	193.42	174.49	187.13	151.37	123.88	180.31	102.43	112.47	167.77	105.13	189.50	170.26	118.44	160.02	104.31	94.91	189.05	130.72	169.49	120.35	154.87	155.36	117.92	121.46	198.82	131.61	104.61	102.61	154.95	180.19	175.98	172.17	105.35	133.72	182.65	105.52	112.70	110.88	150.09	99.85	
167.82	190.93	175.61	190.66	201.81	144.80	130.82	179.14	125.01	95.30	193.11	174.66	185.92	152.13	122.07	180.66	101.65	113.46	167.71	104.72	187.30	171.43	120.22	161.92	103.38	95.77	190.91	131.81	169.13	120.99	153.56	154.21	117.42	122.01	196.07	131.64	104.37	103.54	152.73	178.73	176.93	173.10	104.45	134.64	182.74	106.29	114.40	111.91	150.01	101.10	
168.48	189.88	174.49	190.22	200.13	146.23	131.54	179.43	125.15	94.86	192.30	174.63	185.46	150.45	120.21	181.26	100.57	115.19	169.27	105.84	187.87	171.10	119.97	164.16	103.29	93.95	189.76	130.67	167.75	121.33	153.21	154.86	118.14	123.19	196.21	130.64	102.53	104.42	150.20	178.54	177.72	171.93	105.74	134.03	181.46	105.12	112.57	113.43	150.44	100.32	
167.93	191.32	173.27	191.03	200.83	144.27	130.93	177.03	124.34	94.39	190.54	175.09	184.91	149.26	121.56	181.72	101.29	115.19	169.42	104.62	187.75	170.74	119.27	164.37	104.06	93.82	190.19	131.00	169.36	122.12	153.42	154.62	118.05	122.23	196.04	128.76	104.23	104.67	150.20	177.66	177.59	172.49	105.65	133.82	182.42	103.38	111.39	114.61	149.62	99.99	
167.35	190.00	174.57	190.56	201.37	144.83	130.16	177.19	124.38	96.24	190.83	174.14	183.10	148.10	121.80	181.58	102.25	114.96	167.65	104.30	189.71	170.08	119.91	165.32	104.60	95.52	189.20	130.78	170.69	123.38	152.77	152.34	117.92	122.87	197.35	129.04	103.79	103.18	150.49	177.93	176.50	172.98	105.54	135.43	182.73	102.89	113.03	114.47	150.74	99.98	
167.63	189.96	175.20	191.73	202.15	144.25	130.17	177.07	123.69	96.28	191.72	173.93	183.42	148.62	120.98	180.08	101.86	115.61	167.17	104.93	189.43	170.49	119.39	166.82	105.63	95.07	188.44	129.66	171.31	123.59	153.82	151.98	117.29	121.73	194.92	130.49	103.53	102.32	150.94	178.41	176.14	173.24	104.60	136.63	181.54	103.15	113.29	112.03	151.17	99.15	
168.32	191.73	174.04	189.28	200.37	143.59	130.89	176.55	122.44	97.15	191.84	174.23	182.70	148.90	121.19	179.82	102.15	115.61	167.41	104.96	188.92	169.83	119.32	164.97	106.58	94.80	187.80	127.97	171.27	124.39	153.81	151.20	118.61	122.56	194.18	130.77	104.47	102.40	150.76	178.73	175.46	173.85	104.56	136.00	180.55	103.69	113.81	111.06	151.77	99.28	
167.39	193.44	175.99	188.97	199.27	142.57	131.18	177.69	125.10	98.20	191.19	174.66	180.76	148.04	121.40	181.38	99.87	115.85	167.05	103.64	189.68	169.66	120.58	166.94	103.91	96.18	188.26	128.52	170.57	125.98	153.47	154.05	118.60	121.40	195.05	131.77	102.65	102.50	151.24	177.92	176.60	173.19	103.57	137.17	180.53	104.58	115.18	110.15	150.44	99.57	
167.70	194.06	175.38	189.13	201.55	143.55	129.33	176.13	124.60	97.60	190.99	174.80	181.14	149.61	119.93	181.89	99.47	117.73	168.44	103.04	189.11	171.21	122.93	167.80	103.51	97.96	188.68	127.78	170.28	125.67	155.15	153.92	118.29	120.92	194.09	131.04	102.54	103.43	151.47	178.88	177.71	174.18	103.84	136.65	180.61	102.53	114.82	110.14	151.81	98.29	
167.38	194.87	174.80	191.14	201.10	143.75	128.76	175.99	125.69	98.58	190.74	174.28	180.75	150.59	120.82	180.27	99.88	115.78	169.12	101.22	189.42	173.70	123.53	168.41	104.90	99.46	187.36	127.72	170.14	125.20	157.10	153.92	117.29	120.46	194.92	131.41	102.92	101.65	154.60	179.13	178.04	176.02	105.09	138.58	182.11	105.71	115.22	109.78	150.90	96.79	
166.00	195.54	174.19	190.74	201.84	142.97	130.51	176.23	126.58	99.05	192.32	173.44	180.65	148.97	120.78	178.12	100.10	116.07	168.45	101.39	191.36	175.05	123.47	167.57	103.84	101.93	185.46	128.06	168.44	124.36	156.88	155.65	117.99	120.32	194.70	131.17	104.35	102.57	155.08	179.86	178.42	176.52	106.61	139.96	181.14	105.13	116.06	110.53	148.21	95.55	
166.45	193.79	172.84	192.45	201.60	141.78	130.48	176.32	126.67	98.77	192.35	172.54	181.30	148.20	120.24	179.06	100.01	115.71	168.14	102.50	191.17	174.11	123.32	166.75	103.35	100.06	186.47	126.34	168.92	124.50	158.44	155.81	118.00	120.30	194.06	130.77	103.18	103.43	155.49	180.22	178.49	177.06	109.03	141.30	182.74	103.84	115.06	110.59	149.78	95.53	
166.29	194.44	173.58	192.47	201.07	141.33	130.41	177.86	126.48	99.04	193.63	172.91	180.92	148.98	119.99	180.19	99.50	115.69	166.85	102.54	191.81	174.11	122.75	166.00	101.34	99.58	187.22	126.34	167.94	127.54	157.85	156.63	117.42	120.42	194.03	130.03	104.17	102.91	155.37	181.53	179.47	177.32	107.87	141.20	181.74	105.11	114.94	108.96	148.41	94.79	
166.20	196.12	173.18	192.75	202.35	140.12	131.36	178.58	128.05	100.23	193.94	172.89	179.51	147.24	119.11	180.53	99.80	115.73	166.01	102.18	192.65	174.28	121.14	165.96	101.39	98.13	185.99	126.90	167.76	127.90	158.12	156.76	118.53	118.93	194.38	130.62	104.83	102.47	155.54	180.88	179.27	178.63	107.69	142.88	182.99	105.35	114.60	110.42	148.46	94.24	
165.55	197.11	172.95	192.34	202.10	141.06	131.61	177.61	125.46	101.02	193.27	173.72	178.50	146.54	119.59	181.12	99.00	117.16	168.28	100.91	193.57	173.76	122.16	166.92	100.92	99.37	184.73	127.28	168.11	130.66	155.64	158.50	120.38	116.04	194.91	129.53	106.01	102.36	154.86	181.01	178.13	178.12	107.44	144.14	182.72	107.73	115.01	112.22	148.03	93.94	
166.60	198.09	172.62	192.28	202.81	140.14	131.63	177.39	126.27	98.40	192.75	173.37	178.25	146.41	120.40	180.46	100.01	117.86	167.90	102.13	192.52	172.88	122.34	165.78	101.43	97.72	184.49	127.38	167.28	131.66	156.02	156.61	119.65	116.66	194.70	130.24	107.31	102.19	154.36	182.00	178.57	177.77	108.47	144.35	183.49	107.61	114.01	113.22	149.01	92.83	
164.55	198.71	171.83	192.67	201.98	140.91	131.11	177.26	125.25	99.10	194.38	172.59	178.32	147.14	120.06	179.11	99.85	115.73	168.98	101.52	190.00	172.66	121.53	166.78	100.52	98.03	183.28	128.36	167.40	132.11	156.05	156.83	120.15	119.16	195.05	132.32	106.86	100.08	155.70	182.39	178.41	177.70	108.36	146.72	180.25	107.25	112.03	113.75	148.18	93.57	
165.82	199.12	172.07	192.73	203.65	140.39	133.43	174.95	124.44	99.27	196.21	172.33	179.46	146.62	120.44	178.04	102.27	116.06	167.19	103.16	189.72	172.53	122.56	167.95	101.16	97.92	184.91	127.62	166.38	130.31	156.23	156.74	120.05	121.60	193.93	131.96	107.70	99.23	154.16	180.66	177.35	177.47	107.85	146.73	181.40	107.82	112.14	114.06	146.92	94.96	
166.46	198.45	173.33	193.69	202.46	141.51	134.61	175.33	124.64	99.61	196.96	172.30	180.85	147.60	121.44	177.71	102.26	117.24	166.90	104.05	189.08	172.77	122.38	168.16	100.18	98.19	184.96	127.18	166.34	129.29	156.53	155.77	119.72	120.81	192.64	133.05	105.52	98.20	153.55	179.19	176.47	177.47	108.25	148.53	182.45	108.46	112.61	114.41	146.67	95.64	
165.50	196.51	172.30	193.04	201.56	141.19	134.65	174.89	126.25	99.18	197.32	172.74	180.98	147.76	120.79	177.19	101.45	117.49	166.79	104.46	190.29	174.99	122.54	167.59	100.14	98.51	185.93	126.72	165.96	131.48	157.58	155.61	119.67	120.34	194.77	132.23	105.67	97.51	153.47	181.08	174.81	176.60	107.32	148.82	182.61	107.97	113.09	115.04	147.03	95.43	
165.86	196.19	173.91	193.41	201.50	140.67	134.12	174.00	126.83	100.47	197.12	173.03	183.48	147.75	119.59	177.73	102.20	117.61	166.17	103.98	188.83	174.18	122.78	168.87	99.65	96.76	185.54	127.73	166.95	129.47	158.11	154.72	119.25	120.54	193.54	132.06	105.82	97.89	154.48	180.65	173.62	176.04	106.24	148.80	182.09	107.34	114.06	115.55	147.56	95.02	
168.04	195.75	174.11	194.04	203.24	141.22	132.87	174.71	127.50	102.54	197.87	175.20	184.39	148.01	118.58	178.74	102.34	117.94	165.73	103.47	190.06	172.41	121.90	169.39	99.99	97.00	186.07	128.24	165.57	130.99	158.60	156.21	120.41	120.93	193.55	132.48	104.98	99.22	155.15	180.78	173.78	175.65	106.75	148.96	182.90	107.43	114.06	115.75	146.06	96.80	
166.33	196.11	174.03	194.70	205.22	141.45	133.43	175.85	126.84	102.99	197.89	173.94	185.08	149.03	119.39	178.50	102.59	118.44	163.92	102.98	190.54	172.86	120.20	169.96	99.82	95.40	185.57	127.29	165.61	130.45	159.74	156.45	120.18	120.47	193.29	131.26	105.18	98.60	154.98	182.13	173.00	175.37	106.62	148.90	183.73	106.46	113.61	115.49	145.56	97.66	
167.35	196.38	172.88	193.77	205.65	142.10	132.50	176.77	126.71	105.32	199.20	173.37	185.32	148.85	119.44	178.03	102.44	120.29	163.40	102.32	189.75	173.23	121.87	171.63	100.69	95.70	185.25	126.85	167.47	130.30	159.06	156.48	119.42	120.18	194.68	131.64	103.89	96.06	156.15	182.50	174.04	174.06	105.48	147.53	184.40	106.37	112.90	115.07	146.77	97.31	
167.24	196.44	173.30	191.63	205.32	140.88	131.89	175.84	127.93	103.26	199.01	173.39	187.57	146.21	119.94	178.82	102.28	119.32	162.93	102.28	189.70	172.63	120.47	172.96	101.42	94.64	184.24	127.11	168.01	129.19	160.36	155.65	119.62	122.11	194.20	132.62	103.59	96.01	155.86	182.24	172.90	172.64	106.01	148.24	184.64	105.95	112.89	114.47	145.05	98.42	
166.86	196.29	172.12	191.16	202.98	140.29	131.31	174.02	128.59	103.97	198.78	173.82	187.97	145.55	119.47	178.01	102.80	119.42	162.55	101.86	188.33	173.43	120.67	172.52	101.58	94.12	185.57	126.77	169.75	128.20	160.49	157.09	119.45	122.19	196.50	132.59	102.45	96.65	155.82	181.42	172.10	173.92	107.29	148.91	184.28	104.47	111.40	114.60	146.81	97.50	
167.07	196.81	171.73	189.96	202.37	139.25	131.51	174.32	128.07	103.85	197.24	175.08	188.31	144.71	120.88	177.81	102.51	121.64	163.02	101.47	187.60	172.95	118.19	173.34	101.79	95.09	184.68	127.93	169.39	127.84	162.10	156.51	119.09	122.22	196.17	131.49	103.01	95.73	154.82	180.84	170.17	175.51	108.17	148.92	183.53	103.05	111.90	114.63	145.57	98.01	
169.45	197.11	170.67	189.22	202.52	139.87	130.67	174.73	126.29	104.84	198.94	174.62	187.96	144.75	119.38	178.29	101.81	121.40	161.63	100.39	188.72	173.66	119.49	173.24	100.32	96.41	185.28	128.09	170.01	127.63	161.07	156.65	120.14	122.07	197.38	130.92	104.76	96.23	155.13	179.34	170.65	176.22	109.47	151.39	183.62	102.96	111.18	115.62	145.36	96.52	
